Timestamp,Employee_ID,Building,Door,Badge_Type,Access_Result,Camera,Reader_ID
2026-07-03 09:39:00,EMP_011,Building_C,Finance Office,HID SEOS,Success,CAM-13,RD-12
2026-07-03 12:35:00,EMP_004,Building_A,SOC,HID SEOS,Success,CAM-03,RD-17
2026-07-03 21:50:00,EMP_004,Building_C,Emergency Exit,HID SEOS,Success,CAM-03,RD-09
2026-07-03 06:54:00,ATTACKER_9999,Building_A,Main Entrance,Cloned Badge,Success,CAM-08,RD-16
2026-07-03 05:56:00,EMP_007,Building_A,HR Office,HID SEOS,Success,CAM-15,RD-05
2026-07-03 16:12:00,EMP_049,Building_C,SOC,HID SEOS,Failed,CAM-07,RD-12
2026-07-03 13:34:00,EMP_022,Building_A,Emergency Exit,HID SEOS,Success,CAM-08,RD-12
2026-07-03 11:31:00,EMP_031,Building_B,Finance Office,HID SEOS,Success,CAM-05,RD-15
2026-07-03 13:17:00,EMP_007,Building_B,Loading Dock,HID SEOS,Success,CAM-06,RD-08
2026-07-03 19:41:00,EMP_038,Building_C,Server Room,HID SEOS,Success,CAM-03,RD-15
2026-07-03 04:44:00,EMP_046,Building_A,HR Office,HID SEOS,Success,CAM-15,RD-04
2026-07-03 07:35:00,EMP_014,Building_C,SOC,HID SEOS,Success,CAM-07,RD-06
2026-07-03 18:25:00,EMP_031,Building_C,HR Office,HID SEOS,Success,CAM-15,RD-10
2026-07-03 06:26:00,SOC_ANALYST,Building_A,Reception,HID SEOS,Success,CAM-10,RD-20
2026-07-03 03:49:00,EMP_003,Building_C,Reception,HID SEOS,Success,CAM-08,RD-12
2026-07-03 23:47:00,EMP_039,Building_B,HR Office,HID SEOS,Failed,CAM-11,RD-03
2026-07-03 02:52:00,EMP_019,Building_C,Reception,HID SEOS,Failed,CAM-11,RD-06
2026-07-03 13:21:00,EMP_012,Building_C,HR Office,HID SEOS,Success,CAM-01,RD-01
2026-07-03 08:34:00,EMP_046,Building_A,Loading Dock,HID SEOS,Success,CAM-15,RD-07
2026-07-03 08:34:00,EMP_026,Building_A,Server Room,HID SEOS,Failed,CAM-10,RD-03
2026-07-03 23:33:00,EMP_017,Building_C,Main Entrance,HID SEOS,Success,CAM-08,RD-05
2026-07-03 15:04:00,EMP_011,Building_B,SOC,HID SEOS,Success,CAM-03,RD-15
2026-07-03 21:24:00,EMP_033,Building_C,Emergency Exit,HID SEOS,Success,CAM-11,RD-16
2026-07-03 07:27:00,EMP_007,Building_A,HR Office,HID SEOS,Success,CAM-01,RD-01
2026-07-03 02:02:00,EMP_003,Building_C,Loading Dock,HID SEOS,Success,CAM-11,RD-05
2026-07-03 14:28:00,EMP_022,Building_C,Emergency Exit,HID SEOS,Failed,CAM-15,RD-11
2026-07-03 18:49:00,EMP_019,Building_B,Reception,HID SEOS,Failed,CAM-03,RD-18
2026-07-03 15:47:00,EMP_043,Building_C,Main Entrance,HID SEOS,Success,CAM-05,RD-09
2026-07-03 07:23:00,SOC_ANALYST,Building_A,Server Room,HID SEOS,Success,CAM-14,RD-13
2026-07-03 22:52:00,EMP_023,Building_B,Finance Office,HID SEOS,Success,CAM-06,RD-10
2026-07-03 06:51:00,EMP_048,Building_B,Reception,HID SEOS,Failed,CAM-06,RD-16
2026-07-03 02:19:00,EMP_014,Building_C,HR Office,HID SEOS,Success,CAM-13,RD-16
2026-07-03 13:11:00,EMP_026,Building_B,HR Office,HID SEOS,Failed,CAM-06,RD-14
2026-07-03 21:51:00,EMP_001,Building_A,SOC,HID SEOS,Failed,CAM-12,RD-11
2026-07-03 13:29:00,EMP_010,Building_C,Finance Office,HID SEOS,Success,CAM-11,RD-05
2026-07-03 05:27:00,ATTACKER_9999,Building_A,Server Room,Cloned Badge,Success,CAM-02,RD-09
2026-07-03 20:03:00,EMP_022,Building_C,HR Office,HID SEOS,Success,CAM-08,RD-05
2026-07-03 14:06:00,EMP_015,Building_A,Finance Office,HID SEOS,Success,CAM-05,RD-05
2026-07-03 01:57:00,EMP_028,Building_A,Emergency Exit,HID SEOS,Success,CAM-09,RD-03
2026-07-03 05:17:00,EMP_015,Building_A,Server Room,HID SEOS,Success,CAM-01,RD-20
2026-07-03 21:47:00,EMP_050,Building_A,Finance Office,HID SEOS,Success,CAM-10,RD-05
2026-07-03 12:36:00,EMP_011,Building_A,Reception,HID SEOS,Success,CAM-10,RD-13
2026-07-03 00:52:00,EMP_009,Building_B,Loading Dock,HID SEOS,Success,CAM-04,RD-20
2026-07-03 15:58:00,EMP_004,Building_C,SOC,HID SEOS,Success,CAM-13,RD-16
2026-07-03 21:17:00,EMP_026,Building_A,Main Entrance,HID SEOS,Failed,CAM-09,RD-05
2026-07-03 14:42:00,EMP_020,Building_B,Loading Dock,HID SEOS,Success,CAM-12,RD-18
2026-07-03 23:21:00,EMP_015,Building_A,Finance Office,HID SEOS,Success,CAM-09,RD-14
2026-07-03 23:17:00,EMP_033,Building_C,HR Office,HID SEOS,Success,CAM-09,RD-11
2026-07-03 11:24:00,EMP_022,Building_C,Loading Dock,HID SEOS,Success,CAM-10,RD-16
2026-07-03 12:58:00,NETWORK_ADMIN,Building_C,Server Room,HID SEOS,Success,CAM-13,RD-05
2026-07-03 05:25:00,EMP_021,Building_B,SOC,HID SEOS,Success,CAM-12,RD-14
2026-07-03 20:40:00,EMP_035,Building_C,Server Room,HID SEOS,Failed,CAM-01,RD-09
2026-07-03 22:56:00,EMP_030,Building_C,SOC,HID SEOS,Success,CAM-11,RD-09
2026-07-03 03:35:00,EMP_028,Building_A,HR Office,HID SEOS,Success,CAM-15,RD-10
2026-07-03 13:11:00,EMP_039,Building_A,Main Entrance,HID SEOS,Failed,CAM-14,RD-17
2026-07-03 18:44:00,EMP_026,Building_B,Emergency Exit,HID SEOS,Success,CAM-05,RD-09
2026-07-03 08:41:00,EMP_039,Building_A,SOC,HID SEOS,Success,CAM-02,RD-17
2026-07-03 11:03:00,EMP_028,Building_B,Reception,HID SEOS,Success,CAM-11,RD-10
2026-07-03 19:09:00,EMP_018,Building_C,SOC,HID SEOS,Success,CAM-14,RD-04
2026-07-03 00:56:00,EMP_035,Building_A,Loading Dock,HID SEOS,Success,CAM-05,RD-16
2026-07-03 04:36:00,EMP_027,Building_C,SOC,HID SEOS,Failed,CAM-08,RD-20
2026-07-03 20:49:00,NETWORK_ADMIN,Building_C,Main Entrance,HID SEOS,Success,CAM-13,RD-06
2026-07-03 00:56:00,EMP_011,Building_A,Loading Dock,HID SEOS,Success,CAM-02,RD-17
2026-07-03 01:03:00,EMP_049,Building_A,Server Room,HID SEOS,Success,CAM-10,RD-04
2026-07-03 02:29:00,EMP_024,Building_A,SOC,HID SEOS,Failed,CAM-11,RD-07
2026-07-03 00:09:00,EMP_044,Building_C,Server Room,HID SEOS,Success,CAM-03,RD-16
2026-07-03 04:10:00,EMP_003,Building_C,Loading Dock,HID SEOS,Failed,CAM-03,RD-02
2026-07-03 21:14:00,BACKUP_ADMIN,Building_B,Main Entrance,HID SEOS,Success,CAM-02,RD-15
2026-07-03 13:36:00,EMP_032,Building_C,Main Entrance,HID SEOS,Success,CAM-12,RD-01
2026-07-03 19:51:00,EMP_045,Building_C,Reception,HID SEOS,Failed,CAM-07,RD-11
2026-07-03 07:15:00,BACKUP_ADMIN,Building_A,Finance Office,HID SEOS,Success,CAM-09,RD-08
2026-07-03 17:25:00,EMP_017,Building_B,Reception,HID SEOS,Success,CAM-15,RD-03
2026-07-03 16:49:00,EMP_021,Building_B,Loading Dock,HID SEOS,Success,CAM-02,RD-15
2026-07-03 23:33:00,EMP_041,Building_C,Emergency Exit,HID SEOS,Success,CAM-03,RD-16
2026-07-03 06:21:00,EMP_010,Building_A,Finance Office,HID SEOS,Success,CAM-01,RD-20
2026-07-03 17:44:00,EMP_016,Building_A,SOC,HID SEOS,Success,CAM-11,RD-19
2026-07-03 06:59:00,EMP_042,Building_A,Reception,HID SEOS,Failed,CAM-11,RD-01
2026-07-03 20:29:00,EMP_002,Building_C,SOC,HID SEOS,Success,CAM-05,RD-03
2026-07-03 23:19:00,EMP_035,Building_C,HR Office,HID SEOS,Success,CAM-12,RD-15
2026-07-03 05:02:00,EMP_025,Building_C,Main Entrance,HID SEOS,Success,CAM-02,RD-08
2026-07-03 15:57:00,EMP_008,Building_C,HR Office,HID SEOS,Success,CAM-03,RD-17
2026-07-03 13:11:00,EMP_048,Building_B,Main Entrance,HID SEOS,Success,CAM-12,RD-03
2026-07-03 03:46:00,EMP_026,Building_A,Loading Dock,HID SEOS,Failed,CAM-13,RD-18
2026-07-03 20:24:00,EMP_027,Building_A,Server Room,HID SEOS,Success,CAM-02,RD-11
2026-07-03 08:45:00,EMP_013,Building_A,Loading Dock,HID SEOS,Failed,CAM-04,RD-01
2026-07-03 20:59:00,EMP_011,Building_C,Finance Office,HID SEOS,Success,CAM-08,RD-11
2026-07-03 00:47:00,EMP_014,Building_B,Main Entrance,HID SEOS,Success,CAM-13,RD-07
2026-07-03 09:35:00,EMP_005,Building_A,Main Entrance,HID SEOS,Success,CAM-01,RD-15
2026-07-03 00:05:00,EMP_021,Building_C,Finance Office,HID SEOS,Success,CAM-03,RD-18
2026-07-03 16:42:00,EMP_019,Building_B,Main Entrance,HID SEOS,Success,CAM-13,RD-16
2026-07-03 15:25:00,EMP_033,Building_C,Emergency Exit,HID SEOS,Success,CAM-12,RD-01
2026-07-03 07:45:00,EMP_036,Building_A,Emergency Exit,HID SEOS,Failed,CAM-05,RD-10
2026-07-03 17:24:00,BACKUP_ADMIN,Building_A,HR Office,HID SEOS,Success,CAM-12,RD-01
2026-07-03 05:34:00,EMP_006,Building_B,Server Room,HID SEOS,Failed,CAM-11,RD-20
2026-07-03 04:41:00,EMP_029,Building_C,Server Room,HID SEOS,Success,CAM-02,RD-18
2026-07-03 12:19:00,EMP_016,Building_A,Reception,HID SEOS,Success,CAM-02,RD-07
2026-07-03 06:40:00,EMP_017,Building_B,Main Entrance,HID SEOS,Success,CAM-15,RD-20
2026-07-03 01:00:00,EMP_039,Building_A,Finance Office,HID SEOS,Success,CAM-07,RD-11
2026-07-03 16:00:00,EMP_005,Building_C,Finance Office,HID SEOS,Failed,CAM-13,RD-03
2026-07-03 01:40:00,EMP_047,Building_C,Loading Dock,HID SEOS,Success,CAM-09,RD-12
2026-07-03 19:20:00,SOC_ANALYST,Building_B,Loading Dock,HID SEOS,Success,CAM-11,RD-03
2026-07-03 08:41:00,EMP_011,Building_A,Emergency Exit,HID SEOS,Success,CAM-05,RD-10
2026-07-03 08:24:00,EMP_035,Building_C,Reception,HID SEOS,Success,CAM-15,RD-04
2026-07-03 09:21:00,EMP_007,Building_B,Loading Dock,HID SEOS,Failed,CAM-13,RD-13
2026-07-03 02:25:00,EMP_030,Building_C,HR Office,HID SEOS,Success,CAM-05,RD-19
2026-07-03 03:17:00,EMP_026,Building_B,Main Entrance,HID SEOS,Success,CAM-13,RD-04
2026-07-03 11:18:00,EMP_029,Building_A,Emergency Exit,HID SEOS,Failed,CAM-13,RD-02
2026-07-03 22:42:00,EMP_009,Building_A,Main Entrance,HID SEOS,Success,CAM-12,RD-12
2026-07-03 17:13:00,EMP_015,Building_A,Emergency Exit,HID SEOS,Failed,CAM-11,RD-05
2026-07-03 05:04:00,EMP_021,Building_A,HR Office,HID SEOS,Success,CAM-09,RD-09
2026-07-03 16:11:00,EMP_034,Building_A,HR Office,HID SEOS,Failed,CAM-03,RD-15
2026-07-03 06:29:00,EMP_011,Building_A,HR Office,HID SEOS,Failed,CAM-15,RD-01
2026-07-03 08:42:00,EMP_011,Building_A,SOC,HID SEOS,Failed,CAM-11,RD-14
2026-07-03 18:02:00,EMP_013,Building_B,Loading Dock,HID SEOS,Success,CAM-09,RD-10
2026-07-03 15:31:00,EMP_018,Building_A,SOC,HID SEOS,Success,CAM-12,RD-13
2026-07-03 04:28:00,NETWORK_ADMIN,Building_C,SOC,HID SEOS,Success,CAM-09,RD-18
2026-07-03 13:49:00,EMP_027,Building_A,Server Room,HID SEOS,Failed,CAM-04,RD-11
2026-07-03 10:38:00,EMP_015,Building_A,Loading Dock,HID SEOS,Success,CAM-01,RD-04
2026-07-03 08:23:00,EMP_027,Building_B,Main Entrance,HID SEOS,Success,CAM-05,RD-05
2026-07-03 23:32:00,EMP_006,Building_A,Finance Office,HID SEOS,Success,CAM-03,RD-14
2026-07-03 18:01:00,EMP_014,Building_C,Loading Dock,HID SEOS,Success,CAM-15,RD-07
2026-07-03 01:05:00,EMP_013,Building_B,Finance Office,HID SEOS,Success,CAM-06,RD-12
2026-07-03 22:16:00,SOC_ANALYST,Building_B,SOC,HID SEOS,Success,CAM-14,RD-10
2026-07-03 03:35:00,EMP_010,Building_B,HR Office,HID SEOS,Success,CAM-15,RD-19
2026-07-03 19:22:00,EMP_017,Building_B,Emergency Exit,HID SEOS,Success,CAM-03,RD-03
2026-07-03 10:12:00,EMP_041,Building_A,Finance Office,HID SEOS,Failed,CAM-04,RD-17
2026-07-03 02:32:00,EMP_008,Building_A,Reception,HID SEOS,Success,CAM-15,RD-14
2026-07-03 21:54:00,EMP_018,Building_C,Server Room,HID SEOS,Success,CAM-11,RD-13
2026-07-03 20:21:00,EMP_019,Building_C,Emergency Exit,HID SEOS,Success,CAM-05,RD-15
2026-07-03 07:19:00,EMP_047,Building_C,Emergency Exit,HID SEOS,Success,CAM-13,RD-19
2026-07-03 08:11:00,SOC_ANALYST,Building_A,Main Entrance,HID SEOS,Failed,CAM-06,RD-04
2026-07-03 22:13:00,EMP_017,Building_A,SOC,HID SEOS,Success,CAM-08,RD-19
2026-07-03 08:00:00,EMP_012,Building_A,HR Office,HID SEOS,Failed,CAM-14,RD-18
2026-07-03 06:42:00,EMP_011,Building_A,Main Entrance,HID SEOS,Success,CAM-03,RD-09
2026-07-03 08:08:00,EMP_026,Building_C,Emergency Exit,HID SEOS,Failed,CAM-03,RD-10
2026-07-03 21:41:00,EMP_014,Building_A,Finance Office,HID SEOS,Failed,CAM-01,RD-14
2026-07-03 20:09:00,EMP_027,Building_B,Reception,HID SEOS,Success,CAM-07,RD-20
2026-07-03 15:13:00,EMP_041,Building_B,Reception,HID SEOS,Success,CAM-13,RD-03
2026-07-03 20:24:00,EMP_034,Building_C,Main Entrance,HID SEOS,Failed,CAM-06,RD-01
2026-07-03 09:05:00,EMP_028,Building_B,Reception,HID SEOS,Success,CAM-10,RD-01
2026-07-03 05:37:00,EMP_007,Building_B,Main Entrance,HID SEOS,Success,CAM-12,RD-07
2026-07-03 00:03:00,EMP_006,Building_B,Main Entrance,HID SEOS,Success,CAM-15,RD-16
2026-07-03 21:11:00,EMP_011,Building_C,Loading Dock,HID SEOS,Success,CAM-11,RD-05
2026-07-03 02:03:00,EMP_008,Building_C,Loading Dock,HID SEOS,Success,CAM-05,RD-20
2026-07-03 12:41:00,EMP_036,Building_A,Emergency Exit,HID SEOS,Failed,CAM-13,RD-13
2026-07-03 21:43:00,EMP_040,Building_B,Finance Office,HID SEOS,Success,CAM-01,RD-02
2026-07-03 02:53:00,EMP_042,Building_B,Finance Office,HID SEOS,Success,CAM-05,RD-13
2026-07-03 07:36:00,EMP_001,Building_B,Server Room,HID SEOS,Success,CAM-12,RD-18
2026-07-03 12:04:00,EMP_028,Building_C,HR Office,HID SEOS,Success,CAM-09,RD-11
2026-07-03 20:28:00,EMP_048,Building_B,Emergency Exit,HID SEOS,Success,CAM-11,RD-16
2026-07-03 16:43:00,EMP_045,Building_C,Server Room,HID SEOS,Success,CAM-01,RD-11
2026-07-03 19:37:00,EMP_021,Building_B,SOC,HID SEOS,Failed,CAM-08,RD-14
2026-07-03 21:21:00,EMP_002,Building_A,Main Entrance,HID SEOS,Success,CAM-10,RD-07
2026-07-03 22:57:00,EMP_039,Building_C,Reception,HID SEOS,Success,CAM-01,RD-09
2026-07-03 19:26:00,SERVICE_SQL,Building_A,SOC,HID SEOS,Success,CAM-13,RD-14
2026-07-03 04:33:00,EMP_048,Building_C,HR Office,HID SEOS,Failed,CAM-10,RD-13
2026-07-03 21:04:00,EMP_028,Building_B,SOC,HID SEOS,Success,CAM-05,RD-15
2026-07-03 16:35:00,EMP_026,Building_B,Reception,HID SEOS,Success,CAM-02,RD-02
2026-07-03 04:25:00,EMP_006,Building_B,Server Room,HID SEOS,Success,CAM-07,RD-10
2026-07-03 03:32:00,BACKUP_ADMIN,Building_C,Main Entrance,HID SEOS,Success,CAM-14,RD-09
2026-07-03 02:04:00,EMP_023,Building_C,HR Office,HID SEOS,Success,CAM-06,RD-13
2026-07-03 05:22:00,EMP_024,Building_B,SOC,HID SEOS,Failed,CAM-13,RD-15
2026-07-03 20:09:00,EMP_049,Building_B,Main Entrance,HID SEOS,Failed,CAM-12,RD-14
2026-07-03 11:00:00,EMP_044,Building_B,SOC,HID SEOS,Failed,CAM-15,RD-09
2026-07-03 12:02:00,EMP_036,Building_C,Server Room,HID SEOS,Success,CAM-02,RD-06
2026-07-03 18:48:00,EMP_011,Building_B,Loading Dock,HID SEOS,Failed,CAM-13,RD-19
2026-07-03 22:31:00,EMP_041,Building_B,HR Office,HID SEOS,Success,CAM-14,RD-06
2026-07-03 21:39:00,EMP_031,Building_A,Finance Office,HID SEOS,Failed,CAM-06,RD-06
2026-07-03 13:33:00,EMP_014,Building_B,Finance Office,HID SEOS,Success,CAM-03,RD-02
2026-07-03 17:38:00,SERVICE_SQL,Building_B,Finance Office,HID SEOS,Success,CAM-08,RD-01
2026-07-03 03:03:00,EMP_004,Building_B,Reception,HID SEOS,Success,CAM-05,RD-05
2026-07-03 10:55:00,EMP_027,Building_B,HR Office,HID SEOS,Success,CAM-14,RD-18
2026-07-03 06:53:00,EMP_022,Building_C,Emergency Exit,HID SEOS,Failed,CAM-12,RD-08
2026-07-03 09:42:00,EMP_022,Building_B,Reception,HID SEOS,Success,CAM-03,RD-14
2026-07-03 09:15:00,EMP_048,Building_A,HR Office,HID SEOS,Success,CAM-01,RD-13
2026-07-03 08:59:00,NETWORK_ADMIN,Building_B,Reception,HID SEOS,Success,CAM-09,RD-20
2026-07-03 06:26:00,EMP_032,Building_B,Server Room,HID SEOS,Success,CAM-11,RD-13
2026-07-03 06:26:00,EMP_023,Building_C,SOC,HID SEOS,Success,CAM-05,RD-04
2026-07-03 02:15:00,EMP_046,Building_B,Reception,HID SEOS,Failed,CAM-01,RD-08
2026-07-03 23:07:00,EMP_013,Building_A,Main Entrance,HID SEOS,Success,CAM-05,RD-10
2026-07-03 10:17:00,EMP_006,Building_A,Loading Dock,HID SEOS,Failed,CAM-01,RD-06
2026-07-03 20:38:00,EMP_044,Building_A,Reception,HID SEOS,Success,CAM-08,RD-18
2026-07-03 05:24:00,EMP_035,Building_C,Reception,HID SEOS,Success,CAM-10,RD-08
2026-07-03 14:06:00,EMP_027,Building_B,Emergency Exit,HID SEOS,Failed,CAM-08,RD-08
2026-07-03 15:34:00,EMP_027,Building_B,Finance Office,HID SEOS,Success,CAM-06,RD-10
2026-07-03 01:59:00,EMP_022,Building_A,Finance Office,HID SEOS,Success,CAM-10,RD-11
2026-07-03 08:32:00,SOC_ANALYST,Building_A,HR Office,HID SEOS,Success,CAM-02,RD-02
2026-07-03 06:58:00,EMP_009,Building_C,HR Office,HID SEOS,Success,CAM-04,RD-08
2026-07-03 21:06:00,SERVICE_SQL,Building_C,Server Room,HID SEOS,Success,CAM-12,RD-08
2026-07-03 02:48:00,EMP_013,Building_A,HR Office,HID SEOS,Success,CAM-05,RD-17
2026-07-03 00:58:00,EMP_021,Building_B,Main Entrance,HID SEOS,Success,CAM-07,RD-09
2026-07-03 14:25:00,EMP_002,Building_A,Loading Dock,HID SEOS,Failed,CAM-05,RD-04
2026-07-03 04:12:00,EMP_021,Building_C,Finance Office,HID SEOS,Success,CAM-14,RD-17
2026-07-03 03:39:00,EMP_031,Building_B,Finance Office,HID SEOS,Success,CAM-12,RD-09
2026-07-03 23:47:00,EMP_043,Building_C,Emergency Exit,HID SEOS,Success,CAM-01,RD-06
2026-07-03 14:54:00,EMP_038,Building_C,HR Office,HID SEOS,Failed,CAM-15,RD-06
2026-07-03 01:08:00,EMP_023,Building_A,SOC,HID SEOS,Success,CAM-09,RD-20
2026-07-03 03:48:00,EMP_014,Building_A,HR Office,HID SEOS,Success,CAM-09,RD-09
2026-07-03 19:05:00,EMP_034,Building_C,Reception,HID SEOS,Success,CAM-14,RD-20
2026-07-03 13:06:00,EMP_023,Building_C,HR Office,HID SEOS,Success,CAM-12,RD-19
2026-07-03 13:26:00,EMP_018,Building_C,Finance Office,HID SEOS,Success,CAM-07,RD-09
2026-07-03 08:07:00,EMP_050,Building_C,Main Entrance,HID SEOS,Success,CAM-05,RD-03
2026-07-03 05:19:00,EMP_024,Building_C,Loading Dock,HID SEOS,Failed,CAM-09,RD-12
2026-07-03 00:19:00,EMP_022,Building_A,Emergency Exit,HID SEOS,Failed,CAM-10,RD-12
2026-07-03 23:22:00,EMP_049,Building_B,Loading Dock,HID SEOS,Failed,CAM-01,RD-20
2026-07-03 14:27:00,EMP_044,Building_B,Server Room,HID SEOS,Success,CAM-15,RD-02
2026-07-03 17:11:00,EMP_048,Building_C,Main Entrance,HID SEOS,Success,CAM-13,RD-10
2026-07-03 16:30:00,EMP_043,Building_C,Main Entrance,HID SEOS,Failed,CAM-04,RD-09
2026-07-03 01:27:00,EMP_045,Building_C,SOC,HID SEOS,Success,CAM-07,RD-04
2026-07-03 00:25:00,EMP_015,Building_C,Emergency Exit,HID SEOS,Success,CAM-13,RD-03
2026-07-03 11:56:00,EMP_025,Building_B,HR Office,HID SEOS,Success,CAM-08,RD-12
2026-07-03 17:09:00,EMP_019,Building_C,SOC,HID SEOS,Success,CAM-13,RD-18
2026-07-03 23:27:00,EMP_049,Building_C,HR Office,HID SEOS,Success,CAM-06,RD-02
2026-07-03 13:21:00,EMP_028,Building_C,Reception,HID SEOS,Success,CAM-06,RD-15
2026-07-03 12:27:00,EMP_008,Building_B,Loading Dock,HID SEOS,Success,CAM-14,RD-14
2026-07-03 19:52:00,EMP_027,Building_B,Main Entrance,HID SEOS,Success,CAM-07,RD-08
2026-07-03 21:49:00,EMP_025,Building_A,HR Office,HID SEOS,Success,CAM-06,RD-04
2026-07-03 02:26:00,EMP_045,Building_A,SOC,HID SEOS,Success,CAM-07,RD-07
2026-07-03 12:40:00,EMP_012,Building_A,Server Room,HID SEOS,Success,CAM-07,RD-20
2026-07-03 04:23:00,EMP_026,Building_A,Server Room,HID SEOS,Failed,CAM-15,RD-19
2026-07-03 10:38:00,EMP_029,Building_C,Loading Dock,HID SEOS,Failed,CAM-09,RD-10
2026-07-03 17:19:00,EMP_034,Building_C,Loading Dock,HID SEOS,Success,CAM-02,RD-19
2026-07-03 01:59:00,EMP_028,Building_B,Server Room,HID SEOS,Failed,CAM-11,RD-02
2026-07-03 13:16:00,EMP_017,Building_C,Server Room,HID SEOS,Success,CAM-13,RD-12
2026-07-03 02:40:00,SERVICE_SQL,Building_B,Finance Office,HID SEOS,Success,CAM-04,RD-01
2026-07-03 09:36:00,EMP_008,Building_B,Main Entrance,HID SEOS,Success,CAM-08,RD-13
2026-07-03 20:40:00,EMP_014,Building_A,Loading Dock,HID SEOS,Success,CAM-08,RD-01
2026-07-03 22:46:00,BACKUP_ADMIN,Building_B,SOC,HID SEOS,Failed,CAM-01,RD-14
2026-07-03 06:34:00,NETWORK_ADMIN,Building_A,Loading Dock,HID SEOS,Success,CAM-06,RD-14
2026-07-03 12:02:00,EMP_031,Building_B,Emergency Exit,HID SEOS,Success,CAM-07,RD-20
2026-07-03 20:45:00,EMP_047,Building_C,Finance Office,HID SEOS,Success,CAM-01,RD-10
2026-07-03 01:12:00,EMP_001,Building_A,Server Room,HID SEOS,Failed,CAM-04,RD-01
2026-07-03 10:31:00,EMP_014,Building_C,Server Room,HID SEOS,Failed,CAM-05,RD-13
2026-07-03 11:05:00,EMP_014,Building_A,SOC,HID SEOS,Success,CAM-14,RD-14
2026-07-03 17:34:00,EMP_006,Building_C,Server Room,HID SEOS,Success,CAM-04,RD-18
2026-07-03 14:39:00,EMP_001,Building_C,HR Office,HID SEOS,Failed,CAM-03,RD-03
2026-07-03 22:10:00,EMP_036,Building_C,Reception,HID SEOS,Success,CAM-02,RD-06
2026-07-03 15:55:00,EMP_033,Building_B,Main Entrance,HID SEOS,Success,CAM-11,RD-13
2026-07-03 07:48:00,EMP_028,Building_B,Finance Office,HID SEOS,Failed,CAM-03,RD-17
2026-07-03 05:24:00,EMP_005,Building_B,HR Office,HID SEOS,Success,CAM-06,RD-01
2026-07-03 23:20:00,EMP_013,Building_B,Main Entrance,HID SEOS,Success,CAM-11,RD-20
2026-07-03 01:03:00,EMP_018,Building_A,Emergency Exit,HID SEOS,Success,CAM-04,RD-12
2026-07-03 22:44:00,EMP_041,Building_C,Reception,HID SEOS,Success,CAM-03,RD-09
2026-07-03 23:31:00,EMP_048,Building_B,HR Office,HID SEOS,Failed,CAM-08,RD-04
2026-07-03 01:37:00,EMP_038,Building_C,SOC,HID SEOS,Success,CAM-06,RD-13
2026-07-03 02:06:00,EMP_033,Building_B,Reception,HID SEOS,Success,CAM-12,RD-13
2026-07-03 21:15:00,EMP_022,Building_B,Reception,HID SEOS,Success,CAM-03,RD-20
2026-07-03 17:09:00,EMP_033,Building_A,Main Entrance,HID SEOS,Success,CAM-06,RD-04
2026-07-03 15:04:00,EMP_018,Building_B,Loading Dock,HID SEOS,Success,CAM-10,RD-03
2026-07-03 02:53:00,EMP_016,Building_B,HR Office,HID SEOS,Failed,CAM-07,RD-12
2026-07-03 05:41:00,EMP_009,Building_A,Loading Dock,HID SEOS,Success,CAM-14,RD-19
2026-07-03 09:10:00,EMP_042,Building_C,Main Entrance,HID SEOS,Success,CAM-10,RD-10
2026-07-03 19:48:00,EMP_036,Building_B,SOC,HID SEOS,Success,CAM-12,RD-11
2026-07-03 13:58:00,EMP_030,Building_B,Reception,HID SEOS,Success,CAM-15,RD-18
2026-07-03 11:42:00,EMP_035,Building_C,HR Office,HID SEOS,Success,CAM-13,RD-02
2026-07-03 03:05:00,EMP_046,Building_C,HR Office,HID SEOS,Success,CAM-12,RD-13
2026-07-03 06:24:00,EMP_048,Building_A,SOC,HID SEOS,Success,CAM-15,RD-19
2026-07-03 00:31:00,EMP_049,Building_A,Finance Office,HID SEOS,Success,CAM-03,RD-15
2026-07-03 03:37:00,EMP_002,Building_C,HR Office,HID SEOS,Success,CAM-07,RD-02
2026-07-03 18:15:00,EMP_046,Building_A,Emergency Exit,HID SEOS,Success,CAM-01,RD-05
2026-07-03 07:37:00,EMP_002,Building_C,SOC,HID SEOS,Success,CAM-02,RD-06
2026-07-03 19:43:00,EMP_001,Building_C,Loading Dock,HID SEOS,Failed,CAM-14,RD-16
2026-07-03 15:07:00,EMP_028,Building_A,Main Entrance,HID SEOS,Success,CAM-11,RD-15
2026-07-03 08:32:00,EMP_015,Building_C,SOC,HID SEOS,Failed,CAM-06,RD-14
2026-07-03 21:51:00,ATTACKER_9999,Building_A,Main Entrance,Cloned Badge,Success,CAM-07,RD-11
2026-07-03 06:36:00,EMP_032,Building_C,Loading Dock,HID SEOS,Failed,CAM-08,RD-02
2026-07-03 15:22:00,EMP_021,Building_A,SOC,HID SEOS,Success,CAM-07,RD-09
2026-07-03 20:09:00,EMP_047,Building_C,HR Office,HID SEOS,Success,CAM-07,RD-18
2026-07-03 08:13:00,EMP_042,Building_C,Main Entrance,HID SEOS,Success,CAM-09,RD-17
2026-07-03 01:59:00,EMP_028,Building_A,HR Office,HID SEOS,Success,CAM-02,RD-05
2026-07-03 14:25:00,EMP_038,Building_B,Server Room,HID SEOS,Success,CAM-05,RD-16
