Timestamp,User,Action,Account_Status,Privilege,MFA,Risk
2026-07-03 15:47:00,EMP_020,VPN Login,Active,Power User,Disabled,Low
2026-07-03 00:56:00,EMP_007,Password Change,Active,Administrator,Disabled,Low
2026-07-03 13:45:00,EMP_029,MFA Challenge,Active,Administrator,Enabled,Low
2026-07-03 00:50:00,EMP_035,VPN Login,Active,Administrator,Enabled,Low
2026-07-03 02:28:00,EMP_029,Password Change,Active,Administrator,Enabled,Low
2026-07-03 02:58:00,EMP_010,Database Access,Active,User,Enabled,Low
2026-07-03 09:50:00,EMP_003,MFA Challenge,Active,User,Enabled,Low
2026-07-03 06:05:00,EMP_005,VPN Login,Active,Power User,Disabled,Low
2026-07-03 15:45:00,EMP_005,MFA Challenge,Active,Administrator,Enabled,Low
2026-07-03 21:09:00,EMP_032,VPN Login,Active,Power User,Enabled,Low
2026-07-03 02:36:00,EMP_033,VPN Login,Active,User,Enabled,Low
2026-07-03 02:25:00,EMP_050,Login,Active,Power User,Enabled,Low
2026-07-03 22:38:00,EMP_031,VPN Login,Active,Power User,Disabled,Low
2026-07-03 15:49:00,EMP_035,MFA Challenge,Active,Power User,Disabled,Low
2026-07-03 20:45:00,EMP_025,Database Access,Active,User,Enabled,Low
2026-07-03 03:24:00,EMP_026,MFA Challenge,Active,Administrator,Enabled,Low
2026-07-03 05:55:00,EMP_004,Password Change,Active,Administrator,Enabled,Low
2026-07-03 20:07:00,EMP_042,MFA Challenge,Active,Power User,Disabled,Low
2026-07-03 06:56:00,EMP_041,Password Change,Active,Administrator,Disabled,Low
2026-07-03 12:45:00,EMP_007,VPN Login,Active,Administrator,Enabled,Low
2026-07-03 18:29:00,NETWORK_ADMIN,Login,Active,User,Disabled,Low
2026-07-03 14:16:00,SERVICE_SQL,VPN Login,Active,Administrator,Disabled,Low
2026-07-03 09:43:00,SERVICE_SQL,VPN Login,Active,Power User,Enabled,Low
2026-07-03 10:44:00,EMP_046,Database Access,Active,Administrator,Disabled,Low
2026-07-03 11:45:00,EMP_008,MFA Challenge,Active,Power User,Enabled,Low
2026-07-03 07:15:00,NETWORK_ADMIN,Database Access,Active,Administrator,Disabled,Low
2026-07-03 08:44:00,EMP_025,MFA Challenge,Active,User,Disabled,Low
2026-07-03 09:10:00,EMP_023,VPN Login,Active,Power User,Disabled,Low
2026-07-03 07:45:00,EMP_026,MFA Challenge,Active,User,Disabled,Low
2026-07-03 08:42:00,SOC_ANALYST,Password Change,Active,User,Enabled,Low
2026-07-03 00:09:00,EMP_032,MFA Challenge,Active,Administrator,Disabled,Low
2026-07-03 17:04:00,EMP_035,VPN Login,Active,Administrator,Disabled,Low
2026-07-03 13:12:00,EMP_047,Database Access,Active,Administrator,Disabled,Low
2026-07-03 05:37:00,EMP_010,Database Access,Active,User,Enabled,Low
2026-07-03 18:27:00,EMP_033,VPN Login,Active,Administrator,Disabled,Low
2026-07-03 12:51:00,SERVICE_SQL,VPN Login,Active,Power User,Disabled,Low
2026-07-03 20:02:00,EMP_016,Login,Active,Administrator,Disabled,Low
2026-07-03 19:53:00,EMP_045,MFA Challenge,Active,User,Enabled,Low
2026-07-03 13:41:00,SERVICE_SQL,VPN Login,Active,Administrator,Disabled,Low
2026-07-03 05:39:00,SOC_ANALYST,Password Change,Active,Power User,Enabled,Low
2026-07-03 04:29:00,EMP_046,Login,Active,Administrator,Disabled,Low
2026-07-03 21:40:00,EMP_032,MFA Challenge,Active,Power User,Enabled,Low
2026-07-03 17:55:00,EMP_020,MFA Challenge,Active,Administrator,Enabled,Low
2026-07-03 02:17:00,EMP_044,Database Access,Active,Administrator,Enabled,Low
2026-07-03 02:02:00,EMP_016,Login,Active,Power User,Disabled,Low
2026-07-03 10:14:00,EMP_022,Password Change,Active,Power User,Disabled,Low
2026-07-03 02:52:00,EMP_016,VPN Login,Active,User,Disabled,Low
2026-07-03 10:29:00,EMP_010,Login,Active,Power User,Enabled,Low
2026-07-03 23:33:00,EMP_004,Login,Active,User,Disabled,Low
2026-07-03 05:57:00,EMP_015,Database Access,Active,User,Enabled,Low
2026-07-03 18:18:00,EMP_016,Login,Active,Power User,Disabled,Low
2026-07-03 18:50:00,EMP_027,Password Change,Active,Administrator,Disabled,Low
2026-07-03 08:58:00,EMP_029,MFA Challenge,Active,Power User,Disabled,Low
2026-07-03 01:50:00,EMP_023,MFA Challenge,Active,Power User,Enabled,Low
2026-07-03 18:05:00,EMP_042,Database Access,Active,Power User,Disabled,Low
2026-07-03 06:25:00,EMP_019,MFA Challenge,Active,User,Disabled,Low
2026-07-03 10:13:00,EMP_020,VPN Login,Active,Administrator,Disabled,Low
2026-07-03 16:05:00,EMP_032,VPN Login,Active,User,Enabled,Low
2026-07-03 11:49:00,EMP_047,VPN Login,Active,Power User,Enabled,Low
2026-07-03 13:51:00,EMP_046,VPN Login,Active,Power User,Disabled,Low
2026-07-03 04:46:00,EMP_005,VPN Login,Active,Administrator,Enabled,Low
2026-07-03 13:52:00,EMP_035,Login,Active,Power User,Disabled,Low
2026-07-03 10:57:00,EMP_036,MFA Challenge,Active,Power User,Disabled,Low
2026-07-03 16:17:00,EMP_004,Password Change,Active,Administrator,Disabled,Low
2026-07-03 07:19:00,NETWORK_ADMIN,MFA Challenge,Active,Administrator,Disabled,Low
2026-07-03 12:15:00,EMP_028,Login,Active,Administrator,Enabled,Low
2026-07-03 14:01:00,EMP_022,MFA Challenge,Active,Power User,Enabled,Low
2026-07-03 19:12:00,EMP_017,MFA Challenge,Active,User,Disabled,Low
2026-07-03 19:39:00,EMP_029,VPN Login,Active,Administrator,Enabled,Low
2026-07-03 00:31:00,EMP_011,MFA Challenge,Active,Administrator,Enabled,Low
2026-07-03 15:27:00,EMP_014,VPN Login,Active,Power User,Disabled,Low
2026-07-03 20:42:00,EMP_035,Database Access,Active,Power User,Enabled,Low
2026-07-03 22:35:00,EMP_034,Database Access,Active,Power User,Enabled,Low
2026-07-03 04:42:00,EMP_027,Login,Active,Administrator,Disabled,Low
2026-07-03 17:19:00,EMP_011,Login,Active,Administrator,Disabled,Low
2026-07-03 20:51:00,EMP_011,Database Access,Active,User,Enabled,Low
2026-07-03 02:13:00,EMP_026,MFA Challenge,Active,Power User,Disabled,Low
2026-07-03 09:21:00,EMP_005,Login,Active,Administrator,Disabled,Low
2026-07-03 00:34:00,EMP_022,Password Change,Active,Administrator,Enabled,Low
2026-07-03 05:15:00,EMP_018,Database Access,Active,User,Enabled,Low
2026-07-03 18:23:00,EMP_036,Login,Active,Power User,Enabled,Low
2026-07-03 04:21:00,EMP_035,Password Change,Active,Power User,Disabled,Low
2026-07-03 23:14:00,EMP_033,VPN Login,Active,User,Enabled,Low
2026-07-03 01:33:00,EMP_021,Login,Active,Administrator,Enabled,Low
2026-07-03 02:19:00,EMP_043,Database Access,Active,User,Disabled,Low
2026-07-03 06:27:00,EMP_015,VPN Login,Active,Administrator,Enabled,Low
2026-07-03 21:29:00,EMP_045,Database Access,Active,User,Disabled,Low
2026-07-03 09:17:00,EMP_017,Password Change,Active,User,Enabled,Low
2026-07-03 17:57:00,EMP_030,MFA Challenge,Active,User,Disabled,Low
2026-07-03 08:26:00,EMP_002,MFA Challenge,Active,Power User,Disabled,Low
2026-07-03 23:43:00,SERVICE_SQL,Database Access,Active,User,Enabled,Low
2026-07-03 02:22:00,EMP_012,Database Access,Active,Power User,Enabled,Low
2026-07-03 22:27:00,EMP_032,VPN Login,Active,Administrator,Disabled,Low
2026-07-03 02:40:00,EMP_037,Login,Active,Power User,Enabled,Low
2026-07-03 01:31:00,EMP_016,Password Change,Active,Power User,Disabled,Low
2026-07-03 05:51:00,EMP_015,Login,Active,Administrator,Enabled,Low
2026-07-03 21:56:00,EMP_016,VPN Login,Active,Administrator,Enabled,Low
2026-07-03 12:44:00,EMP_012,VPN Login,Active,User,Disabled,Low
2026-07-03 15:47:00,EMP_035,Login,Active,User,Enabled,Low
2026-07-03 11:04:00,EMP_043,MFA Challenge,Active,User,Disabled,Low
2026-07-03 21:39:00,EMP_012,Login,Active,Power User,Disabled,Low
2026-07-03 17:46:00,EMP_015,Login,Active,Power User,Enabled,Low
2026-07-03 00:57:00,SERVICE_SQL,Password Change,Active,Power User,Disabled,Low
2026-07-03 03:20:00,EMP_006,Login,Active,Power User,Disabled,Low
2026-07-03 15:16:00,EMP_038,Password Change,Active,Power User,Enabled,Low
2026-07-03 12:20:00,EMP_027,VPN Login,Active,Power User,Enabled,Low
2026-07-03 06:22:00,EMP_001,MFA Challenge,Active,Administrator,Enabled,Low
2026-07-03 00:46:00,EMP_027,Password Change,Active,Administrator,Disabled,Low
2026-07-03 21:11:00,EMP_018,Password Change,Active,User,Enabled,Low
2026-07-03 23:23:00,SERVICE_SQL,MFA Challenge,Active,User,Enabled,Low
2026-07-03 10:23:00,EMP_034,Password Change,Active,Power User,Enabled,Low
2026-07-03 13:51:00,EMP_030,Login,Active,User,Disabled,Low
2026-07-03 04:43:00,EMP_026,Password Change,Active,Power User,Enabled,Low
2026-07-03 05:08:00,EMP_035,VPN Login,Active,User,Disabled,Low
2026-07-03 09:38:00,EMP_049,Database Access,Active,User,Enabled,Low
2026-07-03 15:36:00,EMP_040,Password Change,Active,User,Disabled,Low
2026-07-03 06:54:00,SOC_ANALYST,Database Access,Active,Power User,Enabled,Low
2026-07-03 06:59:00,EMP_019,Password Change,Active,Power User,Enabled,Low
2026-07-03 00:41:00,EMP_008,Login,Active,Power User,Disabled,Low
2026-07-03 06:53:00,EMP_024,Login,Active,Administrator,Enabled,Low
2026-07-03 14:30:00,EMP_034,MFA Challenge,Active,Administrator,Enabled,Low
2026-07-03 10:19:00,EMP_015,Password Change,Active,Power User,Enabled,Low
2026-07-03 17:07:00,EMP_020,Login,Active,User,Disabled,Low
2026-07-03 04:30:00,EMP_031,Database Access,Active,Administrator,Disabled,Low
2026-07-03 23:56:00,EMP_023,Password Change,Active,User,Enabled,Low
2026-07-03 09:22:00,EMP_049,Database Access,Active,Administrator,Disabled,Low
2026-07-03 12:42:00,EMP_002,Login,Active,Administrator,Disabled,Low
2026-07-03 20:06:00,SERVICE_SQL,Login,Active,User,Enabled,Low
2026-07-03 10:57:00,EMP_012,Password Change,Active,Power User,Disabled,Low
2026-07-03 16:29:00,EMP_021,Database Access,Active,Power User,Enabled,Low
2026-07-03 18:35:00,EMP_011,Database Access,Active,Power User,Disabled,Low
2026-07-03 14:27:00,EMP_021,MFA Challenge,Active,Power User,Enabled,Low
2026-07-03 10:18:00,SERVICE_SQL,Database Access,Active,Power User,Enabled,Low
2026-07-03 20:41:00,EMP_007,Password Change,Active,Power User,Enabled,Low
2026-07-03 02:06:00,EMP_029,VPN Login,Active,Administrator,Enabled,Low
2026-07-03 16:30:00,EMP_021,Login,Active,User,Enabled,Low
2026-07-03 14:49:00,EMP_014,MFA Challenge,Active,Power User,Enabled,Low
2026-07-03 06:21:00,EMP_049,Login,Active,Power User,Disabled,Low
2026-07-03 13:48:00,BACKUP_ADMIN,VPN Login,Active,User,Enabled,Low
2026-07-03 15:32:00,EMP_047,Database Access,Active,User,Enabled,Low
2026-07-03 15:27:00,EMP_038,Database Access,Active,Power User,Enabled,Low
2026-07-03 03:30:00,SERVICE_SQL,MFA Challenge,Active,User,Enabled,Low
2026-07-03 07:16:00,EMP_005,Database Access,Active,User,Enabled,Low
2026-07-03 05:31:00,EMP_042,Login,Active,Power User,Disabled,Low
2026-07-03 13:21:00,EMP_045,MFA Challenge,Active,User,Disabled,Low
2026-07-03 19:13:00,EMP_046,MFA Challenge,Active,Power User,Enabled,Low
2026-07-03 22:42:00,EMP_021,Password Change,Active,Administrator,Disabled,Low
2026-07-03 18:13:00,EMP_049,Password Change,Active,User,Disabled,Low
2026-07-03 14:12:00,EMP_037,Password Change,Active,Power User,Disabled,Low
2026-07-03 06:26:00,EMP_047,Login,Active,User,Enabled,Low
2026-07-03 00:02:00,EMP_025,VPN Login,Active,Administrator,Enabled,Low
2026-07-03 01:10:00,EMP_009,Database Access,Active,Power User,Enabled,Low
2026-07-03 06:59:00,EMP_027,Login,Active,User,Enabled,Low
2026-07-03 19:08:00,SERVICE_SQL,Password Change,Active,User,Enabled,Low
2026-07-03 02:19:00,EMP_047,Login,Active,Power User,Disabled,Low
2026-07-03 22:33:00,EMP_039,Database Access,Active,User,Enabled,Low
2026-07-03 07:28:00,EMP_044,Password Change,Active,User,Disabled,Low
2026-07-03 04:42:00,EMP_044,Database Access,Active,Power User,Disabled,Low
2026-07-03 08:52:00,EMP_017,MFA Challenge,Active,User,Disabled,Low
2026-07-03 05:18:00,EMP_033,Login,Active,User,Disabled,Low
2026-07-03 02:57:00,EMP_041,Database Access,Active,Administrator,Enabled,Low
2026-07-03 02:53:00,EMP_029,Login,Active,Power User,Enabled,Low
2026-07-03 15:10:00,EMP_036,Database Access,Active,Power User,Enabled,Low
2026-07-03 17:00:00,EMP_001,Login,Active,User,Disabled,Low
2026-07-03 03:33:00,EMP_038,Login,Active,User,Enabled,Low
2026-07-03 20:59:00,EMP_014,Database Access,Active,Administrator,Enabled,Low
2026-07-03 16:17:00,EMP_046,Database Access,Active,Administrator,Enabled,Low
2026-07-03 07:28:00,EMP_026,Database Access,Active,User,Disabled,Low
2026-07-03 16:43:00,EMP_049,Database Access,Active,Administrator,Disabled,Low
2026-07-03 13:28:00,BACKUP_ADMIN,Password Change,Active,Power User,Disabled,Low
2026-07-03 15:12:00,EMP_042,MFA Challenge,Active,Administrator,Disabled,Low
2026-07-03 21:10:00,EMP_008,Login,Active,Administrator,Disabled,Low
2026-07-03 05:26:00,SERVICE_SQL,Login,Active,Administrator,Disabled,Low
2026-07-03 17:47:00,EMP_020,VPN Login,Active,Power User,Enabled,Low
2026-07-03 11:14:00,SERVICE_SQL,Password Change,Active,User,Enabled,Low
2026-07-03 03:52:00,EMP_010,VPN Login,Active,User,Enabled,Low
2026-07-03 14:42:00,EMP_012,Database Access,Active,Administrator,Disabled,Low
2026-07-03 21:42:00,EMP_046,Password Change,Active,Administrator,Enabled,Low
2026-07-03 00:38:00,EMP_022,Password Change,Active,Administrator,Enabled,Low
2026-07-03 15:06:00,SERVICE_SQL,VPN Login,Active,Power User,Enabled,Low
2026-07-03 00:33:00,EMP_036,Database Access,Active,Administrator,Disabled,Low
2026-07-03 09:56:00,EMP_001,Login,Active,Power User,Disabled,Low
2026-07-03 04:03:00,EMP_023,Database Access,Active,Administrator,Enabled,Low
2026-07-03 00:47:00,EMP_024,MFA Challenge,Active,User,Disabled,Low
2026-07-03 16:06:00,EMP_050,VPN Login,Active,User,Enabled,Low
2026-07-03 02:43:00,EMP_009,Login,Active,Administrator,Disabled,Low
2026-07-03 16:59:00,EMP_043,Login,Active,User,Enabled,Low
2026-07-03 12:03:00,EMP_012,VPN Login,Active,Power User,Enabled,Low
2026-07-03 17:46:00,EMP_001,Database Access,Active,User,Disabled,Low
2026-07-03 23:34:00,EMP_031,Password Change,Active,User,Enabled,Low
2026-07-03 00:32:00,EMP_043,VPN Login,Active,Administrator,Disabled,Low
2026-07-03 18:11:00,EMP_004,Login,Active,Administrator,Enabled,Low
2026-07-03 04:10:00,EMP_033,Password Change,Active,Administrator,Disabled,Low
2026-07-03 16:26:00,EMP_029,Password Change,Active,Power User,Enabled,Low
2026-07-03 01:00:00,EMP_037,Login,Active,Administrator,Disabled,Low
2026-07-03 13:35:00,SOC_ANALYST,Password Change,Active,Administrator,Enabled,Low
2026-07-03 00:17:00,EMP_036,Login,Active,Administrator,Enabled,Low
2026-07-03 01:02:00,EMP_024,Database Access,Active,User,Disabled,Low
2026-07-03 19:55:00,BACKUP_ADMIN,MFA Challenge,Active,Administrator,Enabled,Low
2026-07-03 08:27:00,EMP_012,Login,Active,User,Enabled,Low
2026-07-03 12:10:00,EMP_002,VPN Login,Active,Administrator,Enabled,Low
2026-07-03 09:26:00,EMP_035,MFA Challenge,Active,Power User,Disabled,Low
2026-07-03 08:20:00,EMP_040,Login,Active,Administrator,Disabled,Low
2026-07-03 10:40:00,EMP_018,Login,Active,Power User,Enabled,Low
2026-07-03 21:51:00,EMP_001,VPN Login,Active,Power User,Enabled,Low
2026-07-03 06:43:00,EMP_024,Login,Active,Administrator,Enabled,Low
2026-07-03 23:05:00,EMP_039,Database Access,Active,Administrator,Disabled,Low
2026-07-03 14:26:00,EMP_009,Login,Active,Administrator,Disabled,Low
2026-07-03 02:23:00,EMP_016,Password Change,Active,User,Enabled,Low
2026-07-03 19:29:00,EMP_003,MFA Challenge,Active,Administrator,Disabled,Low
2026-07-03 16:20:00,EMP_032,MFA Challenge,Active,User,Enabled,Low
2026-07-03 18:26:00,EMP_008,MFA Challenge,Active,Administrator,Disabled,Low
2026-07-03 07:09:00,EMP_035,Login,Active,Administrator,Disabled,Low
2026-07-03 16:56:00,EMP_049,Login,Active,User,Enabled,Low
2026-07-03 13:58:00,EMP_021,MFA Challenge,Active,User,Disabled,Low
2026-07-03 19:21:00,EMP_018,MFA Challenge,Active,Power User,Enabled,Low
2026-07-03 16:30:00,EMP_044,Database Access,Active,Power User,Enabled,Low
2026-07-03 04:23:00,EMP_017,VPN Login,Active,Administrator,Enabled,Low
2026-07-03 06:01:00,BACKUP_ADMIN,Database Access,Active,Administrator,Enabled,Low
2026-07-03 05:57:00,EMP_004,Password Change,Active,User,Enabled,Low
2026-07-03 02:04:00,EMP_040,Database Access,Active,Power User,Disabled,Low
2026-07-03 03:18:00,EMP_035,VPN Login,Active,User,Enabled,Low
2026-07-03 23:40:00,EMP_008,VPN Login,Active,User,Disabled,Low
2026-07-03 20:46:00,EMP_034,Database Access,Active,Administrator,Disabled,Low
2026-07-03 18:58:00,EMP_046,Password Change,Active,User,Disabled,Low
2026-07-03 02:16:00,EMP_036,Login,Active,Power User,Enabled,Low
2026-07-03 19:31:00,EMP_029,Database Access,Active,User,Enabled,Low
2026-07-03 01:57:00,EMP_046,Database Access,Active,Power User,Disabled,Low
2026-07-03 09:39:00,EMP_004,Password Change,Active,Power User,Disabled,Low
2026-07-03 18:44:00,EMP_035,Password Change,Active,Administrator,Enabled,Low
2026-07-03 01:57:00,EMP_038,Password Change,Active,Administrator,Enabled,Low
2026-07-03 06:54:00,EMP_049,Login,Active,Administrator,Enabled,Low
2026-07-03 08:32:00,EMP_003,Database Access,Active,User,Enabled,Low
2026-07-03 07:10:00,EMP_039,MFA Challenge,Active,User,Disabled,Low
2026-07-03 09:13:00,EMP_014,Login,Active,Administrator,Enabled,Low
2026-07-03 19:02:00,EMP_045,MFA Challenge,Active,Administrator,Enabled,Low
2026-07-03 07:24:00,EMP_029,Database Access,Active,User,Disabled,Low
2026-07-03 23:12:00,EMP_029,Login,Active,Administrator,Enabled,Low
2026-07-03 21:48:00,EMP_026,Login,Active,Administrator,Enabled,Low
2026-07-03 11:52:00,EMP_034,MFA Challenge,Active,User,Enabled,Low
2026-07-03 13:26:00,NETWORK_ADMIN,Login,Active,User,Enabled,Low
2026-07-03 23:59:00,EMP_018,Database Access,Active,Power User,Enabled,Low
2026-07-03 05:54:00,EMP_024,Login,Active,Administrator,Disabled,Low
2026-07-03 14:14:00,EMP_032,MFA Challenge,Active,Administrator,Enabled,Low
2026-07-03 05:35:00,EMP_016,MFA Challenge,Active,Administrator,Enabled,Low
2026-07-03 03:05:00,EMP_007,VPN Login,Active,Power User,Disabled,Low
2026-07-03 20:23:00,EMP_019,MFA Challenge,Active,User,Enabled,Low
2026-07-03 01:45:00,EMP_028,Database Access,Active,Administrator,Enabled,Low
2026-07-03 07:17:00,EMP_025,Password Change,Active,Power User,Enabled,Low
2026-07-03 23:23:00,EMP_013,VPN Login,Active,Power User,Disabled,Low
2026-07-03 15:00:00,EMP_038,Password Change,Active,Administrator,Disabled,Low
2026-07-03 15:14:00,EMP_045,MFA Challenge,Active,User,Enabled,Low
2026-07-03 20:36:00,EMP_023,MFA Challenge,Active,Administrator,Enabled,Low
2026-07-03 23:47:00,EMP_039,Login,Active,Administrator,Enabled,Low
2026-07-03 11:36:00,EMP_023,Password Change,Active,Power User,Enabled,Low
2026-07-03 20:30:00,EMP_016,Database Access,Active,Power User,Disabled,Low
2026-07-03 09:32:00,EMP_043,Database Access,Active,Administrator,Disabled,Low
2026-07-03 18:22:00,EMP_011,Login,Active,Power User,Disabled,Low
2026-07-03 16:31:00,EMP_006,Login,Active,User,Disabled,Low
2026-07-03 20:23:00,EMP_016,Login,Active,User,Disabled,Low
2026-07-03 17:27:00,EMP_047,Database Access,Active,User,Enabled,Low
2026-07-03 17:03:00,EMP_037,MFA Challenge,Active,User,Enabled,Low
2026-07-03 19:49:00,EMP_042,Login,Active,Administrator,Enabled,Low
2026-07-03 23:59:00,EMP_015,Database Access,Active,Administrator,Disabled,Low
2026-07-03 16:08:00,EMP_015,Database Access,Active,Power User,Disabled,Low
2026-07-03 07:31:00,EMP_048,VPN Login,Active,Administrator,Disabled,Low
2026-07-03 23:09:00,EMP_034,Login,Active,Power User,Disabled,Low
2026-07-03 06:36:00,EMP_039,Database Access,Active,Administrator,Enabled,Low
2026-07-03 02:48:00,EMP_024,Login,Active,Power User,Enabled,Low
2026-07-03 06:45:00,EMP_042,MFA Challenge,Active,User,Disabled,Low
2026-07-03 18:35:00,EMP_020,Database Access,Active,User,Disabled,Low
2026-07-03 07:37:00,EMP_033,MFA Challenge,Active,Administrator,Disabled,Low
2026-07-03 12:13:00,EMP_045,MFA Challenge,Active,Power User,Disabled,Low
2026-07-03 01:16:00,EMP_014,Password Change,Active,User,Enabled,Low
2026-07-03 16:25:00,BACKUP_ADMIN,Login,Active,Power User,Disabled,Low
2026-07-03 22:07:00,SOC_ANALYST,Login,Active,Administrator,Disabled,Low
2026-07-03 20:16:00,EMP_020,VPN Login,Active,User,Enabled,Low
2026-07-03 17:53:00,EMP_013,MFA Challenge,Active,User,Disabled,Low
2026-07-03 21:05:00,EMP_044,VPN Login,Active,Power User,Disabled,Low
2026-07-03 09:26:00,EMP_005,Database Access,Active,Administrator,Disabled,Low
2026-07-03 07:59:00,EMP_041,VPN Login,Active,Power User,Enabled,Low
2026-07-03 19:50:00,EMP_033,Login,Active,Administrator,Enabled,Low
2026-07-03 02:30:00,EMP_005,Database Access,Active,Power User,Enabled,Low
2026-07-03 07:46:00,EMP_040,Database Access,Active,Power User,Disabled,Low
2026-07-03 02:23:00,EMP_017,MFA Challenge,Active,Administrator,Disabled,Low
2026-07-03 06:28:00,SERVICE_SQL,Password Change,Active,User,Disabled,Low
2026-07-03 16:53:00,EMP_041,Database Access,Active,Power User,Enabled,Low
2026-07-03 10:35:00,EMP_005,VPN Login,Active,Administrator,Disabled,Low
2026-07-03 01:45:00,EMP_041,VPN Login,Active,Administrator,Disabled,Low
2026-07-03 18:09:00,EMP_001,MFA Challenge,Active,User,Disabled,Low
2026-07-03 14:13:00,EMP_007,MFA Challenge,Active,Administrator,Enabled,Low
2026-07-03 18:04:00,EMP_017,Password Change,Active,User,Disabled,Low
2026-07-03 12:48:00,EMP_044,Database Access,Active,User,Enabled,Low
2026-07-03 07:57:00,EMP_031,Login,Active,Power User,Enabled,Low
2026-07-03 05:51:00,EMP_042,Password Change,Active,Administrator,Enabled,Low
2026-07-03 05:14:00,EMP_022,Login,Active,Power User,Enabled,Low
2026-07-03 06:18:00,EMP_025,Password Change,Active,Power User,Enabled,Low
2026-07-03 04:33:00,EMP_008,Password Change,Active,Administrator,Disabled,Low
2026-07-03 19:58:00,EMP_037,Database Access,Active,User,Enabled,Low
2026-07-03 03:37:00,EMP_022,Login,Active,Power User,Enabled,Low
2026-07-03 18:52:00,EMP_034,MFA Challenge,Active,User,Disabled,Low
2026-07-03 19:05:00,SOC_ANALYST,Database Access,Active,Administrator,Disabled,Low
2026-07-03 20:43:00,EMP_005,Password Change,Active,User,Enabled,Low
2026-07-03 04:55:00,EMP_047,VPN Login,Active,Administrator,Disabled,Low
2026-07-03 07:40:00,EMP_010,Password Change,Active,Administrator,Disabled,Low
2026-07-03 15:48:00,EMP_006,Password Change,Active,Power User,Disabled,Low
2026-07-03 12:26:00,EMP_018,Login,Active,Power User,Enabled,Low
2026-07-03 01:25:00,EMP_012,Login,Active,Administrator,Enabled,Low
2026-07-03 12:20:00,EMP_024,VPN Login,Active,User,Disabled,Low
2026-07-03 12:56:00,EMP_022,VPN Login,Active,Administrator,Enabled,Low
2026-07-03 16:38:00,EMP_046,Database Access,Active,Administrator,Disabled,Low
2026-07-03 21:38:00,EMP_002,VPN Login,Active,Administrator,Enabled,Low
2026-07-03 01:55:00,EMP_002,VPN Login,Active,Administrator,Enabled,Low
2026-07-03 16:12:00,EMP_035,Password Change,Active,User,Enabled,Low
2026-07-03 08:48:00,EMP_032,Login,Active,User,Enabled,Low
2026-07-03 17:37:00,EMP_019,Password Change,Active,Power User,Enabled,Low
2026-07-03 01:30:00,EMP_001,Login,Active,Administrator,Disabled,Low
2026-07-03 16:24:00,EMP_028,Database Access,Active,Administrator,Enabled,Low
2026-07-03 11:24:00,EMP_040,VPN Login,Active,Power User,Enabled,Low
2026-07-03 06:04:00,EMP_022,Login,Active,Administrator,Disabled,Low
2026-07-03 11:42:00,EMP_037,Database Access,Active,Administrator,Disabled,Low
2026-07-03 15:37:00,EMP_018,Login,Active,Administrator,Enabled,Low
2026-07-03 01:09:00,EMP_028,VPN Login,Active,User,Disabled,Low
2026-07-03 17:50:00,EMP_033,VPN Login,Active,Power User,Disabled,Low
2026-07-03 15:11:00,EMP_026,Login,Active,Power User,Enabled,Low
2026-07-03 10:37:00,EMP_046,Password Change,Active,User,Enabled,Low
2026-07-03 05:35:00,NETWORK_ADMIN,Login,Active,User,Disabled,Low
2026-07-03 19:53:00,EMP_014,Password Change,Active,Power User,Enabled,Low
2026-07-03 01:13:00,EMP_022,VPN Login,Active,Power User,Disabled,Low
2026-07-03 18:26:00,EMP_030,Database Access,Active,Power User,Enabled,Low
2026-07-03 10:06:00,EMP_034,Database Access,Active,User,Enabled,Low
2026-07-03 12:38:00,EMP_026,VPN Login,Active,Power User,Disabled,Low
2026-07-03 07:08:00,EMP_014,Login,Active,Power User,Enabled,Low
2026-07-03 20:27:00,EMP_025,VPN Login,Active,Administrator,Enabled,Low
2026-07-03 00:40:00,EMP_047,VPN Login,Active,Administrator,Disabled,Low
2026-07-03 01:08:00,EMP_026,Database Access,Active,User,Enabled,Low
2026-07-03 04:32:00,EMP_004,Login,Active,Power User,Disabled,Low
2026-07-03 20:50:00,EMP_030,Login,Active,User,Disabled,Low
2026-07-03 15:04:00,EMP_027,Password Change,Active,Administrator,Enabled,Low
2026-07-03 16:09:00,SOC_ANALYST,VPN Login,Active,Administrator,Enabled,Low
2026-07-03 20:20:00,EMP_019,VPN Login,Active,Power User,Disabled,Low
2026-07-03 03:29:00,SOC_ANALYST,VPN Login,Active,Administrator,Disabled,Low
2026-07-03 18:28:00,EMP_008,VPN Login,Active,Power User,Disabled,Low
2026-07-03 10:01:00,EMP_038,Password Change,Active,Power User,Enabled,Low
2026-07-03 08:26:00,EMP_050,Login,Active,User,Disabled,Low
2026-07-03 13:59:00,EMP_048,Password Change,Active,Administrator,Enabled,Low
2026-07-03 00:33:00,EMP_041,MFA Challenge,Active,Power User,Disabled,Low
2026-07-03 08:06:00,EMP_044,Database Access,Active,Administrator,Disabled,Low
2026-07-03 02:41:00,EMP_035,Database Access,Active,Administrator,Enabled,Low
2026-07-03 16:40:00,EMP_005,VPN Login,Active,User,Enabled,Low
2026-07-03 22:03:00,SERVICE_SQL,MFA Challenge,Active,Administrator,Enabled,Low
2026-07-03 19:15:00,EMP_026,MFA Challenge,Active,User,Enabled,Low
2026-07-03 01:44:00,EMP_049,Database Access,Active,Power User,Disabled,Low
2026-07-03 04:19:00,EMP_004,Password Change,Active,Administrator,Enabled,Low
