Timestamp,Building,Camera,Zone,Event,Confidence,Person
2026-07-03 08:35:00,Building_A,CAM-14,Server Room,Door Open,97,EMP_013
2026-07-03 14:06:00,Building_B,CAM-11,Reception,Employee Walking,87,EMP_043
2026-07-03 09:36:00,Building_C,CAM-12,Server Room,Employee Walking,84,EMP_026
2026-07-03 14:16:00,Building_A,CAM-13,Server Room,Door Open,84,EMP_050
2026-07-03 07:14:00,Building_A,CAM-04,Reception,Person Entering,91,EMP_016
2026-07-03 14:43:00,Building_C,CAM-11,Reception,Employee Walking,94,EMP_011
2026-07-03 21:54:00,Building_B,CAM-12,Reception,Person Entering,85,EMP_044
2026-07-03 04:05:00,Building_A,CAM-14,Loading Dock,Person Entering,95,EMP_015
2026-07-03 12:29:00,Building_C,CAM-03,SOC,Person Entering,92,SOC_ANALYST
2026-07-03 14:44:00,Building_A,CAM-14,Finance Office,Door Open,81,EMP_049
2026-07-03 10:41:00,Building_C,CAM-15,HR Office,Door Open,96,EMP_005
2026-07-03 16:34:00,Building_C,CAM-11,Emergency Exit,Door Open,98,EMP_026
2026-07-03 21:02:00,Building_B,CAM-07,Finance Office,Person Entering,89,EMP_010
2026-07-03 08:32:00,Building_B,CAM-03,HR Office,Person Entering,99,EMP_011
2026-07-03 03:32:00,Building_B,CAM-13,Emergency Exit,Person Entering,80,EMP_004
2026-07-03 19:43:00,Building_B,CAM-14,Finance Office,Employee Walking,92,EMP_015
2026-07-03 12:41:00,Building_C,CAM-11,Server Room,Person Entering,91,EMP_022
2026-07-03 22:30:00,Building_C,CAM-14,SOC,Employee Walking,97,EMP_041
2026-07-03 16:17:00,Building_B,CAM-03,Main Entrance,Door Open,84,EMP_047
2026-07-03 19:59:00,Building_A,CAM-12,Reception,Door Open,96,EMP_032
2026-07-03 02:25:00,Building_B,CAM-15,Finance Office,Person Entering,91,EMP_019
2026-07-03 20:30:00,Building_C,CAM-11,Emergency Exit,Person Entering,96,EMP_049
2026-07-03 01:29:00,Building_B,CAM-11,Reception,Person Entering,97,EMP_011
2026-07-03 04:40:00,Building_C,CAM-08,Emergency Exit,Door Open,98,EMP_044
2026-07-03 03:12:00,Building_B,CAM-01,Loading Dock,Employee Walking,82,EMP_028
2026-07-03 12:39:00,Building_A,CAM-13,SOC,Employee Walking,85,SOC_ANALYST
2026-07-03 10:01:00,Building_B,CAM-07,Finance Office,Employee Walking,95,EMP_019
2026-07-03 05:57:00,Building_C,CAM-08,SOC,Person Entering,80,EMP_003
2026-07-03 06:01:00,Building_B,CAM-13,Reception,Door Open,94,EMP_041
2026-07-03 05:40:00,Building_C,CAM-10,Finance Office,Person Entering,98,EMP_003
2026-07-03 01:16:00,Building_B,CAM-15,Server Room,Person Entering,87,EMP_026
2026-07-03 16:11:00,Building_C,CAM-08,Loading Dock,Person Entering,92,EMP_007
2026-07-03 14:18:00,Building_B,CAM-08,HR Office,Employee Walking,96,EMP_012
2026-07-03 08:50:00,Building_A,CAM-11,SOC,Employee Walking,91,EMP_032
2026-07-03 06:43:00,Building_A,CAM-12,Loading Dock,Person Entering,100,EMP_034
2026-07-03 22:54:00,Building_B,CAM-04,Emergency Exit,Person Entering,89,EMP_043
2026-07-03 05:08:00,Building_B,CAM-08,Finance Office,Person Entering,97,EMP_028
2026-07-03 03:51:00,Building_C,CAM-03,Emergency Exit,Door Open,83,EMP_008
2026-07-03 20:03:00,Building_C,CAM-01,Main Entrance,Employee Walking,93,EMP_009
2026-07-03 10:36:00,Building_A,CAM-07,Server Room,Door Open,82,EMP_006
2026-07-03 18:21:00,Building_A,CAM-01,Finance Office,Door Open,100,EMP_005
2026-07-03 14:35:00,Building_A,CAM-11,SOC,Employee Walking,92,EMP_049
2026-07-03 13:13:00,Building_B,CAM-11,Reception,Person Entering,100,EMP_022
2026-07-03 19:22:00,Building_A,CAM-10,Server Room,Person Entering,89,EMP_038
2026-07-03 18:14:00,Building_C,CAM-05,Main Entrance,Employee Walking,80,EMP_020
2026-07-03 09:32:00,Building_C,CAM-15,Server Room,Person Entering,87,EMP_011
2026-07-03 00:06:00,Building_A,CAM-06,Main Entrance,Door Open,80,EMP_028
2026-07-03 03:17:00,Building_A,CAM-11,Main Entrance,Employee Walking,95,EMP_045
2026-07-03 23:15:00,Building_A,CAM-07,Loading Dock,Person Entering,80,EMP_034
2026-07-03 20:24:00,Building_B,CAM-14,Loading Dock,Person Entering,91,EMP_011
2026-07-03 02:20:00,Building_A,CAM-10,HR Office,Person Entering,96,EMP_008
2026-07-03 00:04:00,Building_C,CAM-10,Loading Dock,Employee Walking,85,EMP_011
2026-07-03 23:38:00,Building_A,CAM-12,HR Office,Door Open,91,NETWORK_ADMIN
2026-07-03 11:16:00,Building_C,CAM-04,HR Office,Person Entering,92,BACKUP_ADMIN
2026-07-03 12:47:00,Building_B,CAM-14,Loading Dock,Door Open,80,EMP_028
2026-07-03 00:24:00,Building_C,CAM-06,Finance Office,Employee Walking,91,EMP_028
2026-07-03 05:23:00,Building_A,CAM-06,SOC,Person Entering,98,EMP_004
2026-07-03 07:38:00,Building_B,CAM-09,SOC,Person Entering,82,SERVICE_SQL
2026-07-03 18:41:00,Building_C,CAM-10,Server Room,Employee Walking,81,EMP_032
2026-07-03 05:51:00,Building_A,CAM-13,Reception,Employee Walking,81,EMP_006
2026-07-03 04:59:00,Building_C,CAM-04,Main Entrance,Person Entering,85,EMP_038
2026-07-03 06:44:00,Building_A,CAM-09,Finance Office,Door Open,92,EMP_042
2026-07-03 09:53:00,Building_A,CAM-13,Main Entrance,Person Entering,94,EMP_034
2026-07-03 09:38:00,Building_C,CAM-02,Loading Dock,Employee Walking,99,BACKUP_ADMIN
2026-07-03 21:26:00,Building_A,CAM-01,Server Room,Employee Walking,89,EMP_006
2026-07-03 08:47:00,Building_A,CAM-14,Reception,Door Open,80,EMP_032
2026-07-03 03:00:00,Building_C,CAM-06,Main Entrance,Door Open,89,EMP_031
2026-07-03 11:13:00,Building_B,CAM-13,Loading Dock,Person Entering,95,EMP_022
2026-07-03 18:25:00,Building_B,CAM-09,Emergency Exit,Person Entering,95,EMP_003
2026-07-03 09:53:00,Building_C,CAM-08,Finance Office,Door Open,87,EMP_040
2026-07-03 20:58:00,Building_A,CAM-06,Main Entrance,Employee Walking,98,EMP_028
2026-07-03 09:35:00,Building_A,CAM-09,Server Room,Person Entering,93,EMP_008
2026-07-03 23:25:00,Building_B,CAM-03,Reception,Employee Walking,87,EMP_009
2026-07-03 16:36:00,Building_A,CAM-04,Emergency Exit,Employee Walking,94,EMP_037
2026-07-03 05:35:00,Building_A,CAM-07,Loading Dock,Employee Walking,81,BACKUP_ADMIN
2026-07-03 12:37:00,Building_C,CAM-02,SOC,Employee Walking,89,EMP_032
2026-07-03 00:17:00,Building_B,CAM-11,HR Office,Person Entering,96,EMP_046
2026-07-03 20:16:00,Building_B,CAM-05,Loading Dock,Employee Walking,80,EMP_012
2026-07-03 05:53:00,Building_C,CAM-13,SOC,Door Open,97,EMP_018
2026-07-03 10:00:00,Building_C,CAM-14,HR Office,Person Entering,86,SERVICE_SQL
2026-07-03 05:26:00,Building_B,CAM-02,HR Office,Employee Walking,86,SOC_ANALYST
2026-07-03 23:45:00,Building_C,CAM-11,SOC,Door Open,90,EMP_034
2026-07-03 17:07:00,Building_B,CAM-15,Emergency Exit,Employee Walking,96,EMP_019
2026-07-03 02:37:00,Building_C,CAM-10,Main Entrance,Employee Walking,84,EMP_009
2026-07-03 11:07:00,Building_C,CAM-09,Server Room,Door Open,83,EMP_022
2026-07-03 14:33:00,Building_A,CAM-04,Emergency Exit,Person Entering,83,EMP_008
2026-07-03 23:29:00,Building_A,CAM-15,Emergency Exit,Door Open,83,EMP_006
2026-07-03 18:03:00,Building_A,CAM-03,Reception,Door Open,90,EMP_021
2026-07-03 15:06:00,Building_A,CAM-13,Loading Dock,Person Entering,100,EMP_032
2026-07-03 04:49:00,Building_C,CAM-15,HR Office,Person Entering,96,EMP_032
2026-07-03 09:34:00,Building_A,CAM-03,Reception,Person Entering,99,EMP_026
2026-07-03 08:12:00,Building_B,CAM-13,Emergency Exit,Person Entering,87,EMP_037
2026-07-03 03:50:00,Building_C,CAM-13,Loading Dock,Door Open,86,EMP_024
2026-07-03 06:33:00,Building_B,CAM-11,Emergency Exit,Door Open,86,EMP_033
2026-07-03 02:50:00,Building_C,CAM-06,SOC,Employee Walking,84,EMP_020
2026-07-03 03:25:00,Building_B,CAM-13,Server Room,Employee Walking,83,EMP_033
2026-07-03 13:13:00,Building_B,CAM-08,Loading Dock,Person Entering,93,EMP_021
2026-07-03 06:27:00,Building_C,CAM-11,SOC,Employee Walking,84,SERVICE_SQL
2026-07-03 20:00:00,Building_B,CAM-07,Finance Office,Person Entering,92,EMP_024
2026-07-03 03:10:00,Building_A,CAM-03,Reception,Employee Walking,93,EMP_044
2026-07-03 13:37:00,Building_A,CAM-11,Main Entrance,Door Open,98,EMP_025
2026-07-03 10:51:00,Building_A,CAM-10,Emergency Exit,Door Open,84,EMP_037
2026-07-03 04:03:00,Building_C,CAM-05,HR Office,Door Open,92,EMP_005
2026-07-03 09:05:00,Building_C,CAM-14,Emergency Exit,Door Open,99,EMP_006
2026-07-03 15:43:00,Building_B,CAM-02,Loading Dock,Employee Walking,98,EMP_001
2026-07-03 20:24:00,Building_B,CAM-04,Server Room,Employee Walking,97,EMP_044
2026-07-03 11:54:00,Building_A,CAM-14,Loading Dock,Door Open,90,EMP_012
2026-07-03 23:44:00,Building_B,CAM-05,Main Entrance,Door Open,99,EMP_029
2026-07-03 10:43:00,Building_A,CAM-04,SOC,Door Open,90,EMP_023
2026-07-03 22:36:00,Building_C,CAM-12,Loading Dock,Person Entering,82,EMP_038
2026-07-03 13:55:00,Building_B,CAM-11,HR Office,Employee Walking,85,EMP_035
2026-07-03 18:22:00,Building_B,CAM-10,HR Office,Employee Walking,81,EMP_011
2026-07-03 11:19:00,Building_C,CAM-12,Main Entrance,Door Open,92,SOC_ANALYST
2026-07-03 14:57:00,Building_C,CAM-13,Emergency Exit,Employee Walking,82,EMP_003
2026-07-03 14:27:00,Building_C,CAM-10,Finance Office,Person Entering,87,EMP_035
2026-07-03 21:15:00,Building_C,CAM-08,Loading Dock,Person Entering,97,EMP_003
2026-07-03 08:10:00,Building_A,CAM-12,Server Room,Person Entering,90,EMP_001
2026-07-03 01:05:00,Building_C,CAM-06,Emergency Exit,Employee Walking,83,EMP_008
2026-07-03 05:56:00,Building_C,CAM-08,SOC,Door Open,83,EMP_012
2026-07-03 05:32:00,Building_B,CAM-13,Reception,Employee Walking,93,EMP_040
2026-07-03 20:58:00,Building_C,CAM-06,Reception,Employee Walking,99,EMP_035
2026-07-03 10:38:00,Building_C,CAM-10,SOC,Employee Walking,94,EMP_047
2026-07-03 02:19:00,Building_C,CAM-10,Loading Dock,Person Entering,99,EMP_014
2026-07-03 01:12:00,Building_A,CAM-14,Finance Office,Employee Walking,92,EMP_044
2026-07-03 03:37:00,Building_C,CAM-13,Main Entrance,Door Open,92,EMP_024
2026-07-03 15:43:00,Building_C,CAM-09,Finance Office,Person Entering,87,EMP_002
2026-07-03 15:25:00,Building_C,CAM-05,Server Room,Employee Walking,89,EMP_037
2026-07-03 11:14:00,Building_C,CAM-07,Main Entrance,Employee Walking,98,EMP_008
2026-07-03 07:54:00,Building_C,CAM-10,Server Room,Person Entering,81,EMP_042
2026-07-03 00:03:00,Building_B,CAM-07,SOC,Employee Walking,97,SERVICE_SQL
2026-07-03 09:48:00,Building_B,CAM-11,Emergency Exit,Employee Walking,80,EMP_044
2026-07-03 14:43:00,Building_A,CAM-01,Reception,Employee Walking,87,EMP_003
2026-07-03 18:45:00,Building_C,CAM-05,SOC,Employee Walking,86,EMP_004
2026-07-03 06:10:00,Building_A,CAM-05,Reception,Person Entering,91,EMP_037
2026-07-03 02:34:00,Building_C,CAM-06,Reception,Employee Walking,95,EMP_047
2026-07-03 21:57:00,Building_B,CAM-03,Reception,Door Open,95,EMP_021
2026-07-03 05:56:00,Building_B,CAM-12,Loading Dock,Employee Walking,92,BACKUP_ADMIN
2026-07-03 03:29:00,Building_B,CAM-06,HR Office,Employee Walking,85,EMP_012
2026-07-03 12:35:00,Building_A,CAM-14,Server Room,Employee Walking,83,EMP_005
2026-07-03 10:44:00,Building_C,CAM-14,Main Entrance,Door Open,93,EMP_031
2026-07-03 09:24:00,Building_C,CAM-12,Finance Office,Person Entering,90,EMP_019
2026-07-03 10:11:00,Building_B,CAM-04,Reception,Door Open,85,EMP_046
2026-07-03 02:12:00,Building_A,CAM-07,Server Room,Employee Walking,92,EMP_039
2026-07-03 02:40:00,Building_A,CAM-11,Reception,Employee Walking,98,EMP_037
2026-07-03 20:21:00,Building_B,CAM-09,HR Office,Employee Walking,90,EMP_018
2026-07-03 00:17:00,Building_A,CAM-02,Finance Office,Door Open,96,EMP_029
2026-07-03 21:05:00,Building_C,CAM-10,Finance Office,Employee Walking,95,EMP_032
2026-07-03 07:19:00,Building_B,CAM-02,Server Room,Employee Walking,92,EMP_003
2026-07-03 14:18:00,Building_A,CAM-01,Finance Office,Person Entering,86,EMP_004
2026-07-03 10:30:00,Building_C,CAM-15,Loading Dock,Person Entering,86,EMP_048
2026-07-03 02:32:00,Building_A,CAM-10,Server Room,Person Entering,81,EMP_045
2026-07-03 18:28:00,Building_B,CAM-06,Server Room,Person Entering,83,EMP_035
2026-07-03 16:26:00,Building_A,CAM-12,Reception,Person Entering,91,EMP_047
2026-07-03 01:42:00,Building_A,CAM-12,Finance Office,Person Entering,88,EMP_002
2026-07-03 17:11:00,Building_C,CAM-10,HR Office,Employee Walking,80,EMP_021
2026-07-03 13:31:00,Building_B,CAM-15,HR Office,Door Open,82,EMP_035
2026-07-03 21:43:00,Building_C,CAM-11,Server Room,Employee Walking,85,EMP_045
2026-07-03 03:32:00,Building_C,CAM-06,Main Entrance,Door Open,87,EMP_019
2026-07-03 01:05:00,Building_A,CAM-06,Finance Office,Person Entering,93,EMP_049
2026-07-03 22:01:00,Building_A,CAM-10,Emergency Exit,Door Open,87,EMP_033
2026-07-03 21:35:00,Building_B,CAM-14,HR Office,Employee Walking,100,EMP_041
2026-07-03 15:34:00,Building_B,CAM-07,Main Entrance,Door Open,83,EMP_003
2026-07-03 17:11:00,Building_C,CAM-07,Emergency Exit,Door Open,84,EMP_001
2026-07-03 08:00:00,Building_B,CAM-13,Loading Dock,Door Open,99,EMP_032
2026-07-03 00:40:00,Building_B,CAM-04,Finance Office,Person Entering,95,EMP_004
2026-07-03 11:20:00,Building_A,CAM-15,Server Room,Employee Walking,82,EMP_017
2026-07-03 15:54:00,Building_B,CAM-03,Finance Office,Person Entering,87,EMP_038
2026-07-03 23:31:00,Building_C,CAM-09,Loading Dock,Employee Walking,94,EMP_035
2026-07-03 08:27:00,Building_B,CAM-08,Finance Office,Door Open,90,EMP_040
2026-07-03 17:07:00,Building_C,CAM-09,Loading Dock,Person Entering,89,EMP_021
2026-07-03 07:31:00,Building_A,CAM-11,Emergency Exit,Door Open,82,EMP_008
2026-07-03 23:40:00,Building_C,CAM-08,SOC,Person Entering,95,EMP_041
2026-07-03 14:23:00,Building_A,CAM-08,Main Entrance,Door Open,95,EMP_012
2026-07-03 18:30:00,Building_C,CAM-06,Loading Dock,Person Entering,91,EMP_033
2026-07-03 05:29:00,Building_C,CAM-03,Main Entrance,Person Entering,89,EMP_037
2026-07-03 23:36:00,Building_B,CAM-12,HR Office,Employee Walking,97,EMP_041
2026-07-03 06:23:00,Building_C,CAM-06,HR Office,Person Entering,85,SOC_ANALYST
2026-07-03 23:25:00,Building_C,CAM-07,Emergency Exit,Person Entering,100,EMP_018
2026-07-03 03:56:00,Building_B,CAM-12,Finance Office,Person Entering,85,EMP_048
2026-07-03 04:30:00,Building_C,CAM-02,HR Office,Door Open,91,EMP_015
2026-07-03 03:44:00,Building_A,CAM-02,Emergency Exit,Employee Walking,85,NETWORK_ADMIN
2026-07-03 23:09:00,Building_A,CAM-11,Finance Office,Person Entering,100,EMP_018
2026-07-03 23:19:00,Building_B,CAM-10,Reception,Person Entering,83,EMP_021
2026-07-03 01:45:00,Building_C,CAM-12,Loading Dock,Employee Walking,91,EMP_001
2026-07-03 00:07:00,Building_C,CAM-14,Main Entrance,Person Entering,83,EMP_024
2026-07-03 15:20:00,Building_C,CAM-12,Reception,Person Entering,83,EMP_014
2026-07-03 15:35:00,Building_B,CAM-09,Finance Office,Door Open,85,EMP_035
2026-07-03 06:50:00,Building_C,CAM-11,Main Entrance,Person Entering,93,EMP_038
2026-07-03 02:21:00,Building_B,CAM-07,Finance Office,Door Open,84,EMP_036
2026-07-03 17:15:00,Building_C,CAM-12,Main Entrance,Person Entering,90,EMP_021
2026-07-03 09:31:00,Building_A,CAM-10,Finance Office,Person Entering,85,EMP_041
2026-07-03 00:22:00,Building_A,CAM-06,SOC,Employee Walking,86,EMP_015
2026-07-03 06:52:00,Building_A,CAM-05,Reception,Person Entering,92,EMP_021
2026-07-03 19:22:00,Building_C,CAM-02,Server Room,Employee Walking,96,NETWORK_ADMIN
2026-07-03 04:46:00,Building_B,CAM-02,Emergency Exit,Employee Walking,81,EMP_033
2026-07-03 06:40:00,Building_A,CAM-14,Loading Dock,Door Open,98,EMP_015
2026-07-03 16:26:00,Building_B,CAM-10,Finance Office,Employee Walking,95,SOC_ANALYST
2026-07-03 17:15:00,Building_B,CAM-12,Finance Office,Door Open,98,EMP_028
2026-07-03 12:17:00,Building_B,CAM-15,Finance Office,Employee Walking,96,EMP_015
2026-07-03 15:56:00,Building_A,CAM-09,HR Office,Employee Walking,93,EMP_003
2026-07-03 19:15:00,Building_A,CAM-08,Server Room,Door Open,92,EMP_014
2026-07-03 15:15:00,Building_B,CAM-14,Reception,Door Open,89,EMP_040
2026-07-03 22:18:00,Building_B,CAM-11,Finance Office,Employee Walking,80,EMP_034
2026-07-03 22:28:00,Building_C,CAM-01,SOC,Employee Walking,85,EMP_021
2026-07-03 04:22:00,Building_C,CAM-14,Finance Office,Employee Walking,87,EMP_022
2026-07-03 05:11:00,Building_C,CAM-02,Loading Dock,Person Entering,99,EMP_029
2026-07-03 18:48:00,Building_B,CAM-14,Server Room,Person Entering,86,EMP_016
2026-07-03 16:56:00,Building_B,CAM-02,SOC,Door Open,84,EMP_011
2026-07-03 21:11:00,Building_B,CAM-14,Server Room,Door Open,95,EMP_048
2026-07-03 12:40:00,Building_A,CAM-03,Main Entrance,Person Entering,85,EMP_002
2026-07-03 20:19:00,Building_A,CAM-14,SOC,Door Open,85,EMP_014
2026-07-03 09:46:00,Building_C,CAM-15,Reception,Door Open,99,EMP_005
2026-07-03 20:13:00,Building_C,CAM-05,Server Room,Employee Walking,86,EMP_027
2026-07-03 07:53:00,Building_B,CAM-06,Server Room,Door Open,98,EMP_016
2026-07-03 21:00:00,Building_C,CAM-12,Main Entrance,Door Open,84,EMP_047
2026-07-03 00:45:00,Building_C,CAM-07,Main Entrance,Door Open,90,EMP_026
2026-07-03 20:15:00,Building_B,CAM-06,Loading Dock,Door Open,100,NETWORK_ADMIN
2026-07-03 17:24:00,Building_A,CAM-03,Server Room,Person Entering,92,EMP_024
2026-07-03 05:49:00,Building_B,CAM-10,HR Office,Employee Walking,86,EMP_046
2026-07-03 18:27:00,Building_C,CAM-11,SOC,Person Entering,81,EMP_017
2026-07-03 16:49:00,Building_C,CAM-13,SOC,Door Open,91,EMP_002
2026-07-03 11:39:00,Building_A,CAM-01,HR Office,Employee Walking,94,EMP_026
2026-07-03 08:38:00,Building_B,CAM-07,Reception,Person Entering,98,EMP_048
2026-07-03 20:27:00,Building_A,CAM-06,HR Office,Employee Walking,88,EMP_016
2026-07-03 22:03:00,Building_C,CAM-06,HR Office,Door Open,90,EMP_028
2026-07-03 15:24:00,Building_A,CAM-14,Reception,Person Entering,88,EMP_017
2026-07-03 08:09:00,Building_B,CAM-13,Loading Dock,Person Entering,85,EMP_046
2026-07-03 01:24:00,Building_B,CAM-08,HR Office,Person Entering,95,EMP_014
2026-07-03 11:03:00,Building_C,CAM-11,SOC,Employee Walking,100,EMP_013
2026-07-03 03:48:00,Building_B,CAM-06,Server Room,Door Open,84,SOC_ANALYST
2026-07-03 19:02:00,Building_B,CAM-08,Emergency Exit,Door Open,90,EMP_048
2026-07-03 09:42:00,Building_B,CAM-14,HR Office,Door Open,82,EMP_015
2026-07-03 03:49:00,Building_A,CAM-10,Main Entrance,Employee Walking,81,EMP_015
2026-07-03 18:26:00,Building_A,CAM-01,SOC,Door Open,84,EMP_046
2026-07-03 21:52:00,Building_A,CAM-10,Finance Office,Door Open,80,BACKUP_ADMIN
2026-07-03 19:37:00,Building_C,CAM-08,Reception,Person Entering,90,EMP_007
2026-07-03 11:54:00,Building_A,CAM-03,SOC,Person Entering,93,EMP_047
2026-07-03 09:30:00,Building_A,CAM-13,Reception,Door Open,83,EMP_034
2026-07-03 04:39:00,Building_B,CAM-02,Main Entrance,Door Open,88,EMP_005
2026-07-03 11:51:00,Building_A,CAM-07,HR Office,Person Entering,99,EMP_041
2026-07-03 06:51:00,Building_A,CAM-04,Finance Office,Person Entering,91,EMP_034
2026-07-03 21:51:00,Building_C,CAM-08,Finance Office,Person Entering,100,EMP_024
2026-07-03 04:29:00,Building_A,CAM-07,Loading Dock,Door Open,81,EMP_045
2026-07-03 13:53:00,Building_C,CAM-06,Emergency Exit,Employee Walking,97,EMP_042
2026-07-03 01:43:00,Building_B,CAM-14,Reception,Person Entering,87,EMP_027
2026-07-03 22:38:00,Building_B,CAM-05,SOC,Door Open,83,EMP_027
2026-07-03 08:12:00,Building_C,CAM-01,HR Office,Employee Walking,96,EMP_004
2026-07-03 09:55:00,Building_A,CAM-01,Reception,Employee Walking,85,EMP_030
2026-07-03 20:32:00,Building_A,CAM-14,Loading Dock,Door Open,97,EMP_034
2026-07-03 01:38:00,Building_B,CAM-08,Server Room,Employee Walking,81,EMP_014
2026-07-03 04:18:00,Building_B,CAM-13,HR Office,Person Entering,100,EMP_035
2026-07-03 01:52:00,Building_C,CAM-04,HR Office,Employee Walking,96,EMP_021
2026-07-03 04:08:00,Building_C,CAM-10,SOC,Person Entering,97,EMP_047
2026-07-03 22:24:00,Building_C,CAM-11,Server Room,Door Open,90,EMP_025
2026-07-03 08:09:00,Building_A,CAM-12,Emergency Exit,Person Entering,86,EMP_015
2026-07-03 02:07:00,Building_A,CAM-01,HR Office,Door Open,100,EMP_023
2026-07-03 04:42:00,Building_C,CAM-15,Server Room,Person Entering,86,SERVICE_SQL
2026-07-03 12:17:00,Building_A,CAM-13,Emergency Exit,Employee Walking,97,EMP_045
2026-07-03 11:40:00,Building_C,CAM-06,Finance Office,Person Entering,80,EMP_014
2026-07-03 20:00:00,Building_A,CAM-08,Finance Office,Employee Walking,99,EMP_016
2026-07-03 09:14:00,Building_B,CAM-07,Reception,Person Entering,93,EMP_012
2026-07-03 02:57:00,Building_A,CAM-01,HR Office,Door Open,100,EMP_026
2026-07-03 16:26:00,Building_C,CAM-01,SOC,Door Open,85,BACKUP_ADMIN
2026-07-03 03:32:00,Building_A,CAM-14,Finance Office,Door Open,80,EMP_042
2026-07-03 22:34:00,Building_C,CAM-07,Loading Dock,Door Open,100,EMP_007
2026-07-03 20:14:00,Building_C,CAM-06,Main Entrance,Door Open,96,EMP_013
2026-07-03 01:09:00,Building_A,CAM-14,Finance Office,Person Entering,80,EMP_028
2026-07-03 11:54:00,Building_A,CAM-11,Loading Dock,Person Entering,82,BACKUP_ADMIN
2026-07-03 18:54:00,Building_C,CAM-05,HR Office,Door Open,93,EMP_026
2026-07-03 22:06:00,Building_C,CAM-05,Server Room,Employee Walking,89,EMP_004
2026-07-03 04:39:00,Building_B,CAM-06,Emergency Exit,Door Open,88,EMP_041
2026-07-03 13:52:00,Building_A,CAM-15,Server Room,Door Open,95,EMP_029
2026-07-03 21:29:00,Building_C,CAM-06,Main Entrance,Employee Walking,89,EMP_045
2026-07-03 15:30:00,Building_B,CAM-04,SOC,Door Open,96,EMP_005
2026-07-03 03:49:00,Building_A,CAM-13,SOC,Door Open,80,EMP_048
2026-07-03 02:43:00,Building_C,CAM-15,Emergency Exit,Employee Walking,85,EMP_001
2026-07-03 15:50:00,Building_A,CAM-11,HR Office,Door Open,91,SOC_ANALYST
2026-07-03 18:45:00,Building_C,CAM-13,SOC,Employee Walking,86,SOC_ANALYST
2026-07-03 10:38:00,Building_A,CAM-12,SOC,Door Open,94,EMP_002
2026-07-03 17:50:00,Building_C,CAM-03,Reception,Door Open,89,EMP_042
2026-07-03 23:57:00,Building_A,CAM-10,SOC,Employee Walking,94,EMP_042
2026-07-03 09:31:00,Building_C,CAM-12,HR Office,Employee Walking,91,EMP_049
2026-07-03 21:14:00,Building_C,CAM-11,SOC,Employee Walking,81,EMP_008
2026-07-03 11:06:00,Building_A,CAM-06,Emergency Exit,Employee Walking,95,EMP_014
2026-07-03 12:18:00,Building_C,CAM-02,SOC,Employee Walking,96,SERVICE_SQL
2026-07-03 15:21:00,Building_A,CAM-09,Server Room,Employee Walking,80,EMP_001
2026-07-03 18:30:00,Building_B,CAM-08,SOC,Door Open,100,EMP_050
2026-07-03 13:31:00,Building_B,CAM-13,Main Entrance,Person Entering,80,EMP_043
2026-07-03 00:03:00,Building_A,CAM-02,Main Entrance,Door Open,100,EMP_016
2026-07-03 17:35:00,Building_A,CAM-15,Server Room,Door Open,98,EMP_020
2026-07-03 12:37:00,Building_A,CAM-02,HR Office,Door Open,98,EMP_011
2026-07-03 20:10:00,Building_C,CAM-09,Loading Dock,Employee Walking,91,EMP_012
2026-07-03 00:10:00,Building_A,CAM-11,SOC,Person Entering,86,EMP_048
2026-07-03 08:37:00,Building_C,CAM-07,Server Room,Door Open,97,EMP_033
2026-07-03 13:21:00,Building_C,CAM-01,Finance Office,Employee Walking,86,EMP_007
2026-07-03 15:38:00,Building_B,CAM-05,Reception,Door Open,85,EMP_024
2026-07-03 05:52:00,Building_A,CAM-08,SOC,Person Entering,99,EMP_017
2026-07-03 00:30:00,Building_B,CAM-06,Finance Office,Employee Walking,82,EMP_011
2026-07-03 02:31:00,Building_A,CAM-01,Main Entrance,Person Entering,81,EMP_036
2026-07-03 03:21:00,Building_C,CAM-12,Emergency Exit,Door Open,91,EMP_024
2026-07-03 03:55:00,Building_B,CAM-07,Reception,Person Entering,90,EMP_032
2026-07-03 11:23:00,Building_B,CAM-01,Server Room,Person Entering,81,EMP_026
2026-07-03 04:17:00,Building_B,CAM-07,Reception,Employee Walking,82,EMP_007
2026-07-03 16:41:00,Building_A,CAM-01,Reception,Door Open,96,EMP_029
2026-07-03 22:00:00,Building_A,CAM-05,Emergency Exit,Door Open,89,EMP_024
2026-07-03 13:18:00,Building_C,CAM-15,Server Room,Person Entering,92,EMP_009
2026-07-03 13:54:00,Building_C,CAM-10,Finance Office,Person Entering,80,EMP_020
2026-07-03 14:31:00,Building_A,CAM-10,HR Office,Person Entering,89,EMP_019
2026-07-03 16:19:00,Building_C,CAM-13,Server Room,Person Entering,95,EMP_026
2026-07-03 07:13:00,Building_B,CAM-15,HR Office,Person Entering,100,EMP_041
2026-07-03 09:42:00,Building_A,CAM-12,Main Entrance,Employee Walking,82,EMP_037
2026-07-03 00:37:00,Building_B,CAM-12,Reception,Employee Walking,98,EMP_048
2026-07-03 16:50:00,Building_A,CAM-14,Emergency Exit,Person Entering,82,EMP_018
2026-07-03 21:54:00,Building_B,CAM-05,Server Room,Person Entering,82,BACKUP_ADMIN
2026-07-03 09:21:00,Building_B,CAM-12,HR Office,Employee Walking,94,EMP_021
2026-07-03 14:15:00,Building_A,CAM-03,Loading Dock,Door Open,86,EMP_008
